Identifier	Character	Dialogue	Filename	Line Number
c_indi_1_fdcbb238	nvl_narrator	{color=#e5e5e5}我看着面前的女孩…只看感觉手指有些发冷。{/color}	game/scripts/cyl-individual-max.rpy	931
c_indi_1_022dd679	nvl_narrator	{color=#e5e5e5}这种感觉比饥饿还要难受。{/color}	game/scripts/cyl-individual-max.rpy	934
c_indi_1_0c3e009d	nvl_narrator	{color=#e5e5e5}但是现在的我能给她什么呢？{/color}	game/scripts/cyl-individual-max.rpy	936
c_indi_1_4d39225a	nvl_narrator	{color=#e5e5e5}我看着漆黑的隧道，热泪盈眶。{/color}	game/scripts/cyl-individual-max.rpy	939
c_indi_1_4b4a8a28	nvl_narrator	{color=#e5e5e5}我现在只是扳着手指混时间，兴许下一秒救援应该就会来的。{/color}	game/scripts/cyl-individual-max.rpy	941
c_indi_1_009d1d3d	nvl_narrator	{color=#e5e5e5}毕竟出了这么大的事情。{/color}	game/scripts/cyl-individual-max.rpy	944
c_indi_1_79d4e184	nvl_narrator	{color=#e5e5e5}但是出了这么大的事情，为什么还没有救援到来呢？{/color}	game/scripts/cyl-individual-max.rpy	946
c_indi_1_62f8dc72_1	nvl_narrator	{color=#e5e5e5}…….{/color}	game/scripts/cyl-individual-max.rpy	948
c_indi_1_651b662b	nvl_narrator	{color=#e5e5e5}从来没有发现，原来我喜欢的女孩哭鼻子的时候声音这么小。{/color}	game/scripts/cyl-individual-max.rpy	957
c_indi_1_cca62b74	w_nvl	{color=#e5e5e5}别…别哭了。{/color}	game/scripts/cyl-individual-max.rpy	960
c_indi_1_6603ba94	nvl_narrator	{color=#e5e5e5}事实上我根本就没有看见过这个女孩哭鼻子啦。{/color}	game/scripts/cyl-individual-max.rpy	961
c_indi_1_ed7ef602	nvl_narrator	{color=#e5e5e5}她在我的怀里啜泣着。{/color}	game/scripts/cyl-individual-max.rpy	964
c_indi_1_d5064955	c_nvl	{color=#e5e5e5}好冷…{/color}	game/scripts/cyl-individual-max.rpy	968
c_indi_1_8a56842a	c_nvl	{color=#e5e5e5}好疼….{/color}	game/scripts/cyl-individual-max.rpy	970
c_indi_1_9264189b	c_nvl	{color=#e5e5e5}这里到底是哪里啊！{/color}	game/scripts/cyl-individual-max.rpy	973
c_indi_1_a26c3808	c_nvl	{color=#e5e5e5}为什么我什么都看不见….{/color}	game/scripts/cyl-individual-max.rpy	976
c_indi_1_3f3a48fc	c_nvl	{color=#e5e5e5}呜呜呜….{/color}	game/scripts/cyl-individual-max.rpy	980
c_indi_1_d0cd866c	nvl_narrator	{color=#e5e5e5}许久之后我才回过神来，这是在平常不可能做到的事情。{/color}	game/scripts/cyl-individual-max.rpy	983
c_indi_1_0192e317	nvl_narrator	{color=#e5e5e5}然而在这里却非常的简单。{/color}	game/scripts/cyl-individual-max.rpy	985
c_indi_1_525a44a1	nvl_narrator	{color=#e5e5e5}或许是这几天无声的交流，让她开始有一点信任我了。{/color}	game/scripts/cyl-individual-max.rpy	988
c_indi_1_279560de	nvl_narrator	{color=#e5e5e5}直到今天才毫无保留的对我露出无比怯弱的模样。{/color}	game/scripts/cyl-individual-max.rpy	990
c_indi_1_02187b25	nvl_narrator	{color=#e5e5e5}然而我却想到了一件有点儿没法面对的事情。{/color}	game/scripts/cyl-individual-max.rpy	993
c_indi_1_65b54586	nvl_narrator	{color=#e5e5e5}她的身体可能已经到极限了。{/color}	game/scripts/cyl-individual-max.rpy	995
c_indi_1_3647f599_1	w_nvl	{color=#e5e5e5}…….{/color}	game/scripts/cyl-individual-max.rpy	998
c_indi_1_6531c724	nvl_narrator	{color=#e5e5e5}很快这个事实就被验证了，没过多久她便睡了过去，紧紧地握住了我的手。{/color}	game/scripts/cyl-individual-max.rpy	1000
c_indi_1_89f954b1	nvl_narrator	{color=#e5e5e5}她又笑了起来。{/color}	game/scripts/cyl-individual-max.rpy	1003
c_indi_1_f0820206	c_nvl	{color=#e5e5e5}你的手，好冰啊。{/color}	game/scripts/cyl-individual-max.rpy	1007
c_indi_1_2d57c7ea	nvl_narrator	{color=#e5e5e5}渐渐的她的双手在捏不住饼干。{/color}	game/scripts/cyl-individual-max.rpy	1016
c_indi_1_01cb3c97	nvl_narrator	{color=#e5e5e5}渐渐的她的嘴唇在发不出声音。{/color}	game/scripts/cyl-individual-max.rpy	1018
c_indi_1_6589170b	nvl_narrator	{color=#e5e5e5}就算是像我这么笨的也明白会发生什么事情。{/color}	game/scripts/cyl-individual-max.rpy	1020
c_indi_1_ebd0630c	w_nvl	{color=#e5e5e5}我…一定会让你活着出去的。{/color}	game/scripts/cyl-individual-max.rpy	1023
c_indi_1_b09daef6	nvl_narrator	{color=#e5e5e5}看着明明在休息却越来越虚弱的女孩，我信誓旦旦的开口说道。{/color}	game/scripts/cyl-individual-max.rpy	1025
c_indi_1_0c03e024	nvl_narrator	{color=#e5e5e5}尽管我知道我已经发不出什么声音。{/color}	game/scripts/cyl-individual-max.rpy	1028
c_indi_1_5187f1b1	nvl_narrator	{color=#e5e5e5}不知道是不是巧合。{/color}	game/scripts/cyl-individual-max.rpy	1030
c_indi_1_fb5da83c	c_nvl	{color=#e5e5e5}嘿…嘿嘿{/color}	game/scripts/cyl-individual-max.rpy	1034
c_indi_1_b9b62dda	nvl_narrator	{color=#e5e5e5}她发出应答的声音，虽然很微弱。{/color}	game/scripts/cyl-individual-max.rpy	1036
c_indi_1_a30febf9	nvl_narrator	{color=#e5e5e5}但是就仿佛就是在回应我的决心一般。{/color}	game/scripts/cyl-individual-max.rpy	1038
c_indi_1_1cc629b6	nvl_narrator	{color=#e5e5e5}……..果然……{/color}	game/scripts/cyl-individual-max.rpy	1041
c_indi_1_c351aeee	nvl_narrator	{color=#e5e5e5}果然我没有喜欢错人啊。{/color}	game/scripts/cyl-individual-max.rpy	1043
c_indi_1_e455291e	nvl_narrator	{color=#e5e5e5}坚强的让人心疼。{/color}	game/scripts/cyl-individual-max.rpy	1046
c_indi_1_216d335d	nvl_narrator	{color=#e5e5e5}坚强的让我心疼。{/color}	game/scripts/cyl-individual-max.rpy	1047
c_indi_1_cf584f6e	nvl_narrator	{color=#e5e5e5}我吃了半块面包，喝了一口水，就算是把饭吃完了。{/color}	game/scripts/cyl-individual-max.rpy	1056
c_indi_1_3dc4f718	nvl_narrator	{color=#e5e5e5}接下来我撕开了自己的裤子，把膝盖上下死死的给绑住。{/color}	game/scripts/cyl-individual-max.rpy	1058
c_indi_1_9d3270ed	nvl_narrator	{color=#e5e5e5}这些天我发现了一个问题，隧道的两端似乎是被石头崩塌给埋住了。{/color}	game/scripts/cyl-individual-max.rpy	1063
c_indi_1_fc25dfb7	nvl_narrator	{color=#e5e5e5}从大巴坠落的方向来看。{/color}	game/scripts/cyl-individual-max.rpy	1066
c_indi_1_9e55a0e2	nvl_narrator	{color=#e5e5e5}来的方向要比出隧道近得多。{/color}	game/scripts/cyl-individual-max.rpy	1068
c_indi_1_590e8315	nvl_narrator	{color=#e5e5e5}也许外卖发生了比里面更惨的事情；{/color}	game/scripts/cyl-individual-max.rpy	1071
c_indi_1_1e64aa86	nvl_narrator	{color=#e5e5e5}也许根本就不存在什么救援；{/color}	game/scripts/cyl-individual-max.rpy	1072
c_indi_1_5b4b6de0	nvl_narrator	{color=#e5e5e5}如果没有人来救我们的话——{/color}	game/scripts/cyl-individual-max.rpy	1073
c_indi_1_ec462b5c	nvl_narrator	{color=#e5e5e5}那就让我来救你吧。 {/color}	game/scripts/cyl-individual-max.rpy	1076
c_indi_1_5313d459	nvl_narrator	{color=#e5e5e5}哪怕只有一点点希望，我也会玩命帮你抓住的。{/color}	game/scripts/cyl-individual-max.rpy	1077
c_indi_1_d1dbf56a	nvl_narrator	{color=#e5e5e5}你是这么的坚强，我怎么舍得让你就这样死去…{/color}	game/scripts/cyl-individual-max.rpy	1080
c_indi_1_c7754e0e	nvl_narrator	{color=#e5e5e5}我喜欢你啊…我好喜欢你。{/color}	game/scripts/cyl-individual-max.rpy	1081
c_indi_1_d4a5b065	nvl_narrator	{color=#e5e5e5}啊，这还真是惨了。{/color}	game/scripts/cyl-individual-max.rpy	1092
c_indi_1_54f4713b	nvl_narrator	{color=#e5e5e5}不知不觉我拖着几乎已经残废掉的腿，一点一点的靠近了隧道的入口处。{/color}	game/scripts/cyl-individual-max.rpy	1094
c_indi_1_71bb80a5	nvl_narrator	{color=#e5e5e5}我没有犹豫。{/color}	game/scripts/cyl-individual-max.rpy	1097
c_indi_1_7e4a5160	nvl_narrator	{color=#e5e5e5}捡着石头然后往隧道的裂缝里面扔。{/color}	game/scripts/cyl-individual-max.rpy	1099
c_indi_1_0dcc2000	nvl_narrator	{color=#e5e5e5}可能我是个傻子吧。{/color}	game/scripts/cyl-individual-max.rpy	1101
c_indi_1_046d8861	nvl_narrator	{color=#e5e5e5}妄想着靠自己的一双手挖通这个隧道。{/color}	game/scripts/cyl-individual-max.rpy	1103
c_indi_1_3647f599_2	w_nvl	{color=#e5e5e5}…….{/color}	game/scripts/cyl-individual-max.rpy	1106
c_indi_1_4be6aae3	nvl_narrator	{color=#e5e5e5}我先从最小的石子捡起，趴在石碓上把上面可以拿走的石头都扔进裂缝里。{/color}	game/scripts/cyl-individual-max.rpy	1108
c_indi_1_fcc87c89	nvl_narrator	{color=#e5e5e5}不知疲倦的重复着这一个动作。{/color}	game/scripts/cyl-individual-max.rpy	1110
c_indi_1_0d7ede5f	nvl_narrator	{color=#e5e5e5}每扔半个小时我就会休息一会，然后拖着推爬回程祎琳那里。{/color}	game/scripts/cyl-individual-max.rpy	1113
c_indi_1_72cb766d	nvl_narrator	{color=#e5e5e5}小心的给她喂一些吃的。{/color}	game/scripts/cyl-individual-max.rpy	1115
c_indi_1_fd4294d4	nvl_narrator	{color=#e5e5e5}然后我自己撕一块面包就当是充饥，然后我便会重新回到被堵住的入口。{/color}	game/scripts/cyl-individual-max.rpy	1117
c_indi_1_08908b44	nvl_narrator	{color=#e5e5e5}这简直就是不可能完成的任务啊。{/color}	game/scripts/cyl-individual-max.rpy	1120
c_indi_1_94f2be64	nvl_narrator	{color=#e5e5e5}我看着面前的石堆。{/color}	game/scripts/cyl-individual-max.rpy	1123
c_indi_1_6ff01f97	nvl_narrator	{color=#e5e5e5}真是糟糕透啦！{/color}	game/scripts/cyl-individual-max.rpy	1125
c_indi_1_ad6e7538	nvl_narrator	{color=#e5e5e5}一面抱怨着，一面还是不忘捡着石头往身后的裂缝里面扔。{/color}	game/scripts/cyl-individual-max.rpy	1128
c_indi_1_15553467	nvl_narrator	{color=#e5e5e5}但是这样的速度，不知道要做到什么时候去。{/color}	game/scripts/cyl-individual-max.rpy	1130
c_indi_1_d21c6271	nvl_narrator	{color=#e5e5e5}果然我很奇怪吧。{/color}	game/scripts/cyl-individual-max.rpy	1133
c_indi_1_11d13dbe	nvl_narrator	{color=#e5e5e5}再说靠一个人的力气怎么可能打得通被堵住的隧道。{/color}	game/scripts/cyl-individual-max.rpy	1135
c_indi_1_afbc3e02	nvl_narrator	{color=#e5e5e5}这种想一下就知道不可能的事情我却正在做。{/color}	game/scripts/cyl-individual-max.rpy	1137
c_indi_1_3647f599_3	w_nvl	{color=#e5e5e5}…….{/color}	game/scripts/cyl-individual-max.rpy	1140
c_indi_1_74fc998c	w_nvl	{color=#e5e5e5}但是…{/color}	game/scripts/cyl-individual-max.rpy	1142
c_indi_1_066f8159	nvl_narrator	{color=#e5e5e5}但是在看到她哭泣的模样之后。{/color}	game/scripts/cyl-individual-max.rpy	1144
c_indi_1_a5dfb221	nvl_narrator	{color=#e5e5e5}我怎么放弃得了啊。{/color}	game/scripts/cyl-individual-max.rpy	1153
c_indi_1_3647f599_4	w_nvl	{color=#e5e5e5}…….{/color}	game/scripts/cyl-individual-max.rpy	1156
c_indi_1_5223cc0a	nvl_narrator	{color=#e5e5e5}眼泪渐渐模糊了我的视野。{/color}	game/scripts/cyl-individual-max.rpy	1158
c_indi_1_c34e2e43	nvl_narrator	{color=#e5e5e5}怎么可能放弃的了啊，我喜欢她啊！{/color}	game/scripts/cyl-individual-max.rpy	1160
c_indi_1_0a22eeb0	nvl_narrator	{color=#e5e5e5}我好喜欢她…{/color}	game/scripts/cyl-individual-max.rpy	1162
c_indi_1_079d07c1	nvl_narrator	{color=#e5e5e5}如果知道会变成今天这样的话，早知道在车上的时候就应该和她搭话了。{/color}	game/scripts/cyl-individual-max.rpy	1172
c_indi_1_66277dda	w_nvl	{color=#e5e5e5}呼…呼…（喘气声）{/color}	game/scripts/cyl-individual-max.rpy	1181
c_indi_1_8db51ccc	nvl_narrator	{color=#e5e5e5}其实那个时候肯定算不上好的搭话时间段吧。{/color}	game/scripts/cyl-individual-max.rpy	1184
c_indi_1_2aa08768	nvl_narrator	{color=#e5e5e5}毕竟那个时候她正在跟旁边的那谁聊猫的事情。{/color}	game/scripts/cyl-individual-max.rpy	1186
c_indi_1_263447de	nvl_narrator	{color=#e5e5e5}她很喜欢猫。{/color}	game/scripts/cyl-individual-max.rpy	1188
c_indi_1_aabf4f76	nvl_narrator	{color=#e5e5e5}可恶啊，要不是家里不让养猫，我早就买一只猫养着了。{/color}	game/scripts/cyl-individual-max.rpy	1191
c_indi_1_f6e445f5	nvl_narrator	{color=#e5e5e5}早知道会发生今天这种事情的话，就算被打死我也要偷偷养一只。{/color}	game/scripts/cyl-individual-max.rpy	1193
c_indi_1_ddb6f059	nvl_narrator	{color=#e5e5e5}突然闪过了另外一个画面。{/color}	game/scripts/cyl-individual-max.rpy	1202
c_indi_1_1aff5530	nvl_narrator	{color=#e5e5e5}我想起来了。{/color}	game/scripts/cyl-individual-max.rpy	1205
c_indi_1_f2ad0b99	nvl_narrator	{color=#e5e5e5}那是我和她第一次见面时候的表情。{/color}	game/scripts/cyl-individual-max.rpy	1207
c_indi_1_bbdf6734	nvl_narrator	{color=#e5e5e5}高中刚入学的时候，我晚了两天入学。{/color}	game/scripts/cyl-individual-max.rpy	1210
c_indi_1_dd144476	nvl_narrator	{color=#e5e5e5}别人已经排好座位，相互熟悉的时候，我却还在火车上。{/color}	game/scripts/cyl-individual-max.rpy	1212
c_indi_1_20a4f122	nvl_narrator	{color=#e5e5e5}陌生的环境，陌生的班级。{/color}	game/scripts/cyl-individual-max.rpy	1215
c_indi_1_e09b57f3	nvl_narrator	{color=#e5e5e5}自我介绍得环节我显得有点紧张。{/color}	game/scripts/cyl-individual-max.rpy	1217
c_indi_1_5c287f86	nvl_narrator	{color=#e5e5e5}我紧张的时候整个人的眼睛乱瞟，然后我一生难忘的场景就在这样的情况下出现了。{/color}	game/scripts/cyl-individual-max.rpy	1219
c_indi_1_9583e0b3	nvl_narrator	{color=#e5e5e5}我想这应该是我这辈子看过最美的侧目吧。{/color}	game/scripts/cyl-individual-max.rpy	1221
c_indi_1_1400cf57	nvl_narrator	{color=#e5e5e5}她看着窗外，完全没有听我自我介绍的意思（一看就知道不是什么爱学习的学生）{/color}	game/scripts/cyl-individual-max.rpy	1224
c_indi_1_87e7ed14	nvl_narrator	{color=#e5e5e5}事实上后面也证明了她就是一个完全不爱学习的女孩。{/color}	game/scripts/cyl-individual-max.rpy	1226
c_indi_1_3d55522a	nvl_narrator	{color=#e5e5e5}白色的衬衫穿在她的身上感觉很合适，要我说的话…{/color}	game/scripts/cyl-individual-max.rpy	1229
c_indi_1_00e6441c	nvl_narrator	{color=#e5e5e5}我很在意她。{/color}	game/scripts/cyl-individual-max.rpy	1231
c_indi_1_983540d4	w_nvl	{color=#e5e5e5} 啊哈…{/color}	game/scripts/cyl-individual-max.rpy	1240
c_indi_1_755d4d13	nvl_narrator	{color=#e5e5e5}呼着气，肚子又饿了，我已经不知道做了多久。{/color}	game/scripts/cyl-individual-max.rpy	1242
c_indi_1_8fe06fd9	nvl_narrator	{color=#e5e5e5}石堆像是没怎么减少一样。{/color}	game/scripts/cyl-individual-max.rpy	1245
c_indi_1_5b31f05b	nvl_narrator	{color=#e5e5e5}拖着有些不适的腿，再一次回到了她所在的地方。{/color}	game/scripts/cyl-individual-max.rpy	1247
c_indi_1_b99b93cd	c_nvl	{color=#e5e5e5}……{/color}	game/scripts/cyl-individual-max.rpy	1256
c_indi_1_e108ccdc	c_nvl	{color=#e5e5e5}回…回来了吗？{/color}	game/scripts/cyl-individual-max.rpy	1258
c_indi_1_cf13dca3	nvl_narrator	{color=#e5e5e5}她好像知道我离开了。{/color}	game/scripts/cyl-individual-max.rpy	1260
c_indi_1_2c4d7d64	w_nvl	{color=#e5e5e5}额…{/color}	game/scripts/cyl-individual-max.rpy	1263
c_indi_1_bc65ebc4	nvl_narrator	{color=#e5e5e5}我支支吾吾两声，示意我在。{/color}	game/scripts/cyl-individual-max.rpy	1265
c_indi_1_78672b17	c_nvl	{color=#e5e5e5}是去找吃的吗？{/color}	game/scripts/cyl-individual-max.rpy	1269
c_indi_1_fe160bab	nvl_narrator	{color=#e5e5e5}不是的…虽然我想要说，但是不知道为何却说不出口。{/color}	game/scripts/cyl-individual-max.rpy	1271
c_indi_1_d29c232f	c_nvl	{color=#e5e5e5}这样吗….{/color}	game/scripts/cyl-individual-max.rpy	1275
c_indi_1_7716b622	c_nvl	{color=#e5e5e5}没找到啊……{/color}	game/scripts/cyl-individual-max.rpy	1277
c_indi_1_86d9c496	nvl_narrator	{color=#e5e5e5}她好像擅自的理解了什么。{/color}	game/scripts/cyl-individual-max.rpy	1279
c_indi_1_1ae295fd	nvl_narrator	{color=#e5e5e5}女孩微微的笑了笑，躺下的时候整个人变得更加的虚弱了起来。{/color}	game/scripts/cyl-individual-max.rpy	1282
c_indi_1_88d7d0b0	nvl_narrator	{color=#e5e5e5}仿佛刚刚那几句话就已经用尽她全部的力气一般。{/color}	game/scripts/cyl-individual-max.rpy	1284
c_indi_1_6d2e0dc5	nvl_narrator	{color=#e5e5e5}喂…{/color}	game/scripts/cyl-individual-max.rpy	1287
c_indi_1_650dcfb7	nvl_narrator	{color=#e5e5e5}不是你想的那样啊。{/color}	game/scripts/cyl-individual-max.rpy	1289
c_indi_1_495dbfeb	nvl_narrator	{color=#e5e5e5}但是我却并没有办法反驳她。{/color}	game/scripts/cyl-individual-max.rpy	1291
c_indi_1_883669eb	nvl_narrator	{color=#e5e5e5}我看了看食物袋，里面所剩的零食和水没有多少了。{/color}	game/scripts/cyl-individual-max.rpy	1294
c_indi_1_f8c23dbe	nvl_narrator	{color=#e5e5e5}叹了口气，确实我也有在路上搜罗食物就是。{/color}	game/scripts/cyl-individual-max.rpy	1296
c_indi_1_7a2512f8	nvl_narrator	{color=#e5e5e5}就这样好像过了好几天的样子。{/color}	game/scripts/cyl-individual-max.rpy	1299
c_indi_1_7c8f5f6d	nvl_narrator	{color=#e5e5e5}我的时间概念已经开始变得很模糊了。{/color}	game/scripts/cyl-individual-max.rpy	1301
c_indi_1_67fc7569	nvl_narrator	{color=#e5e5e5}累了就回来睡。{/color}	game/scripts/cyl-individual-max.rpy	1304
c_indi_1_4fdd398f	nvl_narrator	{color=#e5e5e5}姑且我就是靠着自己睡的次数计算天数。{/color}	game/scripts/cyl-individual-max.rpy	1306
c_indi_1_c388f1bd	nvl_narrator	{color=#e5e5e5}程祎琳则是每次会在我回来的时候会和我说上一句‘回来了？’这样的话。{/color}	game/scripts/cyl-individual-max.rpy	1309
c_indi_1_a991d159	nvl_narrator	{color=#e5e5e5}不知怎么的，我竟然会感觉这样还挺幸福的。{/color}	game/scripts/cyl-individual-max.rpy	1312
c_indi_1_215c210f	nvl_narrator	{color=#e5e5e5}而这份幸福环绕在我身边我却怎么也握不住。{/color}	game/scripts/cyl-individual-max.rpy	1314
c_indi_1_3e6f4361	nvl_narrator	{color=#e5e5e5}因为它随时都有可能会消失。{/color}	game/scripts/cyl-individual-max.rpy	1316
c_indi_1_667b61e8_8	w_nvl	{color=#e5e5e5}……{/color}	game/scripts/cyl-individual-max.rpy	1319
c_indi_1_92d35263	nvl_narrator	{color=#e5e5e5}该放弃吗？我靠在墙壁，吃着程祎琳吃剩下的面包屑。{/color}	game/scripts/cyl-individual-max.rpy	1321
c_indi_1_87168515	nvl_narrator	{color=#e5e5e5}会有这种想法的我真是幼稚。{/color}	game/scripts/cyl-individual-max.rpy	1324
c_indi_1_9f17e9d3	nvl_narrator	{color=#e5e5e5}我扶了扶脑袋。{/color}	game/scripts/cyl-individual-max.rpy	1326
c_indi_1_e4d7eebb	nvl_narrator	{color=#e5e5e5}而就在这个时候，程祎琳翻过身来。{/color}	game/scripts/cyl-individual-max.rpy	1329
c_indi_1_7b48d221	nvl_narrator	{color=#e5e5e5}我以为她会像往常一样问候一声‘回来了’之类的…{/color}	game/scripts/cyl-individual-max.rpy	1331
c_indi_1_0d216724	nvl_narrator	{color=#e5e5e5}虽然说嘴上说是像往常一样，其实这个过程也没有进行多少次。{/color}	game/scripts/cyl-individual-max.rpy	1333
c_indi_1_7cb47588	nvl_narrator	{color=#e5e5e5}但是今天好像和往常不太一样。{/color}	game/scripts/cyl-individual-max.rpy	1336
c_indi_1_fb6971b1	nvl_narrator	{color=#e5e5e5}她只是虚弱的笑了笑。{/color}	game/scripts/cyl-individual-max.rpy	1338
c_indi_1_673521e0	c_nvl	{color=#e5e5e5}诶嘿嘿…{/color}	game/scripts/cyl-individual-max.rpy	1342
c_indi_1_694f6ad6	c_nvl	{color=#e5e5e5}那个…{/color}	game/scripts/cyl-individual-max.rpy	1344
c_indi_1_667b61e8_9	w_nvl	{color=#e5e5e5}……{/color}	game/scripts/cyl-individual-max.rpy	1347
c_indi_1_e846ab13	nvl_narrator	{color=#e5e5e5}看她一脸为难的模样，难不成是想上厕所了吗？{/color}	game/scripts/cyl-individual-max.rpy	1349
c_indi_1_40880396	c_nvl	{color=#e5e5e5}……{/color}	game/scripts/cyl-individual-max.rpy	1353
c_indi_1_b153513a	c_nvl	{color=#e5e5e5}稍微有点点疼….{/color}	game/scripts/cyl-individual-max.rpy	1355
c_indi_1_2d908655	nvl_narrator	{color=#e5e5e5}她在说什么？{/color}	game/scripts/cyl-individual-max.rpy	1358
c_indi_1_87cd1eb2	nvl_narrator	{color=#e5e5e5}嘴上说疼干嘛笑起来了。{/color}	game/scripts/cyl-individual-max.rpy	1360
c_indi_1_49364aae	nvl_narrator	{color=#e5e5e5}这时候开玩笑很奇怪吧。{/color}	game/scripts/cyl-individual-max.rpy	1362
c_indi_1_ab93778e	c_nvl	{color=#e5e5e5}好想睡觉…可以睡觉吗？{/color}	game/scripts/cyl-individual-max.rpy	1366
c_indi_1_2a8f9cb3_1	w_nvl	{color=#e5e5e5}……{/color}	game/scripts/cyl-individual-max.rpy	1368
c_indi_1_98a1f842	nvl_narrator	{color=#e5e5e5}可以啊…当然可以，事实上你一整天都在睡啊。{/color}	game/scripts/cyl-individual-max.rpy	1371
c_indi_1_0c224670	c_nvl	{color=#e5e5e5}已经可以了吧。{/color}	game/scripts/cyl-individual-max.rpy	1374
c_indi_1_72a73a65	w_nvl	{color=#e5e5e5}…..{/color}	game/scripts/cyl-individual-max.rpy	1376
c_indi_1_454269fa	nvl_narrator	{color=#e5e5e5}嗯？{/color}	game/scripts/cyl-individual-max.rpy	1379
c_indi_1_a3812be5	nvl_narrator	{color=#e5e5e5}什么可以了？{/color}	game/scripts/cyl-individual-max.rpy	1381
c_indi_1_9e9056a2	c_nvl	{color=#e5e5e5}已经不用在努力了吧。{/color}	game/scripts/cyl-individual-max.rpy	1385
c_indi_1_ffd56aa4	nvl_narrator	{color=#e5e5e5}你在说什么啊？{/color}	game/scripts/cyl-individual-max.rpy	1387
c_indi_1_9ffe6e92	nvl_narrator	{color=#e5e5e5}她蹒跚的爬了起来。{/color}	game/scripts/cyl-individual-max.rpy	1390
c_indi_1_635f2866	nvl_narrator	{color=#e5e5e5}颤颤巍巍的在黑暗中摸索着。{/color}	game/scripts/cyl-individual-max.rpy	1392
c_indi_1_5a745654	nvl_narrator	{color=#e5e5e5}为了防止她摔倒，我伸出了手托住了她的身体。{/color}	game/scripts/cyl-individual-max.rpy	1395
c_indi_1_383e3e1e	nvl_narrator	{color=#e5e5e5}然而在下一个瞬间。{/color}	game/scripts/cyl-individual-max.rpy	1397
c_indi_1_7b529477	nvl_narrator	{color=#e5e5e5}她就失去了重心倒了下去。{/color}	game/scripts/cyl-individual-max.rpy	1400
c_indi_1_63799ad6	nvl_narrator	{color=#e5e5e5}慌张之中，我连忙把她从地上扶了起来。{/color}	game/scripts/cyl-individual-max.rpy	1409
c_indi_1_e92e58d1	nvl_narrator	{color=#e5e5e5}但是无奈腿根本就使不上力气。{/color}	game/scripts/cyl-individual-max.rpy	1411
c_indi_1_09658508	nvl_narrator	{color=#e5e5e5}只能勉强把她扶到了原来的位置上。{/color}	game/scripts/cyl-individual-max.rpy	1419
c_indi_1_07d345a9	nvl_narrator	{color=#e5e5e5}让她躺了下来，车帘再一次盖在她的身上。{/color}	game/scripts/cyl-individual-max.rpy	1421
c_indi_1_f57d77e7	nvl_narrator	{color=#e5e5e5}我的手抚上了她的额头。{/color}	game/scripts/cyl-individual-max.rpy	1424
c_indi_1_a605a3c4	nvl_narrator	{color=#e5e5e5}好烫，我连忙从医疗箱里面拿出了所剩不多的酒精，打湿碎布，然后放到她的额头上。{/color}	game/scripts/cyl-individual-max.rpy	1426
c_indi_1_7daa57eb	nvl_narrator	{color=#e5e5e5}不知不觉的时候她已经病得这么严重了吗？{/color}	game/scripts/cyl-individual-max.rpy	1429
c_indi_1_2b8ddd09	nvl_narrator	{color=#e5e5e5}她伸出已经脏兮兮的手，抓住了我衣服的一角。{/color}	game/scripts/cyl-individual-max.rpy	1431
c_indi_1_f958c42e	nvl_narrator	{color=#e5e5e5}她努力的睁着眼睛，似乎想要看清我一样。{/color}	game/scripts/cyl-individual-max.rpy	1433
c_indi_1_e8cf6bfe	c_nvl	{color=#e5e5e5}还是看不见，哈啊…{/color}	game/scripts/cyl-individual-max.rpy	1437
c_indi_1_a4c8146d	c_nvl	{color=#e5e5e5}你要活下去啊….{/color}	game/scripts/cyl-individual-max.rpy	1439
c_indi_1_823a42eb	nvl_narrator	{color=#e5e5e5}她的话语就像在告别一般。{/color}	game/scripts/cyl-individual-max.rpy	1442
c_indi_1_51a1f0b3	nvl_narrator	{color=#e5e5e5}抓住我衣角的手渐渐失去了力气。{/color}	game/scripts/cyl-individual-max.rpy	1444
c_indi_1_32085e6c	nvl_narrator	{color=#e5e5e5}我慌张的抓住了她的手，她却笑了起来。{/color}	game/scripts/cyl-individual-max.rpy	1447
c_indi_1_a74d2973	nvl_narrator	{color=#e5e5e5}苍白脸庞下的笑容，让我浑身都了鸡皮疙瘩。{/color}	game/scripts/cyl-individual-max.rpy	1449
c_indi_1_f8741f25	nvl_narrator	{color=#e5e5e5}这种时候还在笑什么的，你是傻子吗？{/color}	game/scripts/cyl-individual-max.rpy	1452
c_indi_1_d3bc4c26_1	nvl_narrator	{color=#e5e5e5}……{/color}	game/scripts/cyl-individual-max.rpy	1454
c_indi_1_bb6d6193	w_nvl	{color=#e5e5e5}等我….{/color}	game/scripts/cyl-individual-max.rpy	1457
c_indi_1_64fa47da	nvl_narrator	{color=#e5e5e5}我竭尽全力，突破了声带的限制，轻轻放下紧握住的手。{/color}	game/scripts/cyl-individual-max.rpy	1459
c_indi_1_178668e9	nvl_narrator	{color=#e5e5e5}嘶哑的声音终究还是发出来。{/color}	game/scripts/cyl-individual-max.rpy	1462
c_indi_1_66e13171	nvl_narrator	{color=#e5e5e5}少女短暂的惊愕并没有停留多久时间。{/color}	game/scripts/cyl-individual-max.rpy	1464
c_indi_1_ff88acb2	nvl_narrator	{color=#e5e5e5}随着眼角一丝泪水的滑落，她缓缓的闭上了眼睛。{/color}	game/scripts/cyl-individual-max.rpy	1466
